candidate_order_id,nominal_order,model,terminal_city,result_category,exact_duration_s,exact_distance_m,failure_reason,failing_city_transition_or_state,first_hit_order,exception_error_text
A,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,FEASIBLE,248121.7,2831884.895,,,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,
B,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,FEASIBLE,230495.6,2605677.749,,,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,
C,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,FEASIBLE,246387.2,2728699.705,,,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,
fixed-A,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,FEASIBLE,248121.7,2831884.895,,,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,
fixed-B,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,FEASIBLE,230495.6,2605677.749,,,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,
fixed-C,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,FEASIBLE,246387.2,2728699.705,,,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,
manifest-order,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,FEASIBLE,248121.7,2831884.895,,,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,
reverse-tail,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź,M-boundary,Łódź,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=6141,Warszawa,
deterministic-random-restart-0,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów,M-boundary,Rzeszów,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=5149,Warszawa,
deterministic-random-restart-1,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=4797,Warszawa,
deterministic-random-restart-2,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole,M-boundary,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8861,Warszawa,
deterministic-random-restart-3,Warszawa -> Poznań -> Bydgoszcz -> Lublin -> Kraków -> Gdańsk -> Gorzów Wielkopolski -> Katowice -> Wrocław -> Zielona Góra -> Rzeszów -> Toruń -> Szczecin -> Olsztyn -> Łódź -> Opole -> Białystok -> Kielce,M-boundary,Kielce,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8925,Warszawa,
deterministic-random-restart-4,Warszawa -> Rzeszów -> Gorzów Wielkopolski -> Olsztyn -> Katowice -> Kraków -> Lublin -> Łódź -> Bydgoszcz -> Szczecin -> Białystok -> Zielona Góra -> Poznań -> Toruń -> Kielce -> Opole -> Wrocław -> Gdańsk,M-boundary,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=5181,Warszawa,
deterministic-random-restart-5,Warszawa -> Białystok -> Zielona Góra -> Bydgoszcz -> Kielce -> Poznań -> Łódź -> Katowice -> Gdańsk -> Toruń -> Opole -> Gorzów Wielkopolski -> Lublin -> Wrocław -> Rzeszów -> Kraków -> Olsztyn -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8477,Warszawa,
deterministic-random-restart-6,Warszawa -> Gdańsk -> Katowice -> Rzeszów -> Gorzów Wielkopolski -> Łódź -> Toruń -> Opole -> Zielona Góra -> Poznań -> Lublin -> Bydgoszcz -> Wrocław -> Olsztyn -> Szczecin -> Kielce -> Białystok -> Kraków,M-boundary,Kraków,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14941,Warszawa,
deterministic-random-restart-7,Warszawa -> Gorzów Wielkopolski -> Białystok -> Katowice -> Toruń -> Lublin -> Poznań -> Opole -> Bydgoszcz -> Olsztyn -> Wrocław -> Zielona Góra -> Łódź -> Gdańsk -> Kielce -> Kraków -> Rzeszów -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12317,Warszawa,
fixed-A-adjacent-swap-1,Warszawa -> Kielce -> Łódź -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8413,Warszawa,
fixed-A-adjacent-swap-2,Warszawa -> Łódź -> Lublin -> Kielce -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8157,Warszawa,
fixed-A-adjacent-swap-3,Warszawa -> Łódź -> Kielce -> Rzeszów -> Lublin -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12125,Warszawa,
fixed-A-adjacent-swap-4,Warszawa -> Łódź -> Kielce -> Lublin -> Kraków -> Rzeszów -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14397,Warszawa,
fixed-A-adjacent-swap-5,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Katowice -> Kraków -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17149,Warszawa,
fixed-A-adjacent-swap-6,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Opole -> Katowice -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18589,Warszawa,
fixed-A-adjacent-swap-7,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Wrocław -> Opole -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19645,Warszawa,
fixed-A-adjacent-swap-8,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Zielona Góra -> Wrocław -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=20093,Warszawa,
fixed-A-adjacent-swap-9,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Gorzów Wielkopolski -> Zielona Góra -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=20445,Warszawa,
fixed-A-adjacent-swap-10,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Szczecin -> Gorzów Wielkopolski -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=20765,Warszawa,
fixed-A-adjacent-swap-11,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Szczecin -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=21021,Warszawa,
fixed-A-adjacent-swap-12,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Bydgoszcz -> Poznań -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=21053,Warszawa,
fixed-A-adjacent-swap-13,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=21085,Warszawa,
fixed-A-adjacent-swap-14,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Gdańsk -> Toruń -> Olsztyn -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=20861,Warszawa,
fixed-A-adjacent-swap-15,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Olsztyn -> Gdańsk -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=21213,Warszawa,
fixed-B-adjacent-swap-1,Warszawa -> Toruń -> Łódź -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14845,Warszawa,
fixed-B-adjacent-swap-2,Warszawa -> Łódź -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17949,Warszawa,
fixed-B-adjacent-swap-3,Warszawa -> Łódź -> Toruń -> Gdańsk -> Bydgoszcz -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19805,Warszawa,
fixed-B-adjacent-swap-4,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Olsztyn -> Gdańsk -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19645,Warszawa,
fixed-B-adjacent-swap-5,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Białystok -> Olsztyn -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12253,Warszawa,
fixed-B-adjacent-swap-6,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=21213,Warszawa,
fixed-B-adjacent-swap-7,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Rzeszów -> Lublin -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=21405,Warszawa,
fixed-B-adjacent-swap-8,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Kielce -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=21437,Warszawa,
fixed-B-adjacent-swap-9,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kraków -> Kielce -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=21309,Warszawa,
fixed-B-adjacent-swap-10,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Katowice -> Kraków -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=20989,Warszawa,
fixed-B-adjacent-swap-11,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Opole -> Katowice -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=20957,Warszawa,
fixed-B-adjacent-swap-12,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Wrocław -> Opole -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=21373,Warszawa,
fixed-B-adjacent-swap-13,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Poznań -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=21309,Warszawa,
fixed-B-adjacent-swap-14,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Poznań -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=21309,Warszawa,
fixed-B-adjacent-swap-15,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Gorzów Wielkopolski -> Zielona Góra -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=21149,Warszawa,
fixed-C-adjacent-swap-1,Warszawa -> Olsztyn -> Białystok -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=6589,Warszawa,
fixed-C-adjacent-swap-2,Warszawa -> Białystok -> Gdańsk -> Olsztyn -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=7837,Warszawa,
fixed-C-adjacent-swap-3,Warszawa -> Białystok -> Olsztyn -> Bydgoszcz -> Gdańsk -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=9629,Warszawa,
fixed-C-adjacent-swap-4,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12477,Warszawa,
fixed-C-adjacent-swap-5,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Łódź -> Toruń -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=13885,Warszawa,
fixed-C-adjacent-swap-6,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Kielce -> Łódź -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15517,Warszawa,
fixed-C-adjacent-swap-7,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Lublin -> Kielce -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17053,Warszawa,
fixed-C-adjacent-swap-8,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Rzeszów -> Lublin -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18109,Warszawa,
