candidate_order_id,nominal_order,model,terminal_city,result_category,exact_duration_s,exact_distance_m,failure_reason,failing_city_transition_or_state,first_hit_order,exception_error_text
deterministic-random-restart-2,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole,M-300,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=7933,Warszawa,
deterministic-random-restart-3,Warszawa -> Poznań -> Bydgoszcz -> Lublin -> Kraków -> Gdańsk -> Gorzów Wielkopolski -> Katowice -> Wrocław -> Zielona Góra -> Rzeszów -> Toruń -> Szczecin -> Olsztyn -> Łódź -> Opole -> Białystok -> Kielce,M-300,Kielce,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8125,Warszawa,
deterministic-random-restart-4,Warszawa -> Rzeszów -> Gorzów Wielkopolski -> Olsztyn -> Katowice -> Kraków -> Lublin -> Łódź -> Bydgoszcz -> Szczecin -> Białystok -> Zielona Góra -> Poznań -> Toruń -> Kielce -> Opole -> Wrocław -> Gdańsk,M-300,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=4925,Warszawa,
deterministic-random-restart-5,Warszawa -> Białystok -> Zielona Góra -> Bydgoszcz -> Kielce -> Poznań -> Łódź -> Katowice -> Gdańsk -> Toruń -> Opole -> Gorzów Wielkopolski -> Lublin -> Wrocław -> Rzeszów -> Kraków -> Olsztyn -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8413,Warszawa,
deterministic-random-restart-6,Warszawa -> Gdańsk -> Katowice -> Rzeszów -> Gorzów Wielkopolski -> Łódź -> Toruń -> Opole -> Zielona Góra -> Poznań -> Lublin -> Bydgoszcz -> Wrocław -> Olsztyn -> Szczecin -> Kielce -> Białystok -> Kraków,M-300,Kraków,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12765,Warszawa,
deterministic-random-restart-7,Warszawa -> Gorzów Wielkopolski -> Białystok -> Katowice -> Toruń -> Lublin -> Poznań -> Opole -> Bydgoszcz -> Olsztyn -> Wrocław -> Zielona Góra -> Łódź -> Gdańsk -> Kielce -> Kraków -> Rzeszów -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=11805,Warszawa,
fixed-A-adjacent-swap-1,Warszawa -> Kielce -> Łódź -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-300,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8093,Warszawa,
fixed-A-adjacent-swap-2,Warszawa -> Łódź -> Lublin -> Kielce -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-300,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=7325,Warszawa,
fixed-A-adjacent-swap-3,Warszawa -> Łódź -> Kielce -> Rzeszów -> Lublin -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-300,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=10333,Warszawa,
fixed-A-adjacent-swap-4,Warszawa -> Łódź -> Kielce -> Lublin -> Kraków -> Rzeszów -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-300,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12925,Warszawa,
fixed-A-adjacent-swap-5,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Katowice -> Kraków -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-300,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15421,Warszawa,
fixed-A-adjacent-swap-6,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Opole -> Katowice -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-300,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17213,Warszawa,
fixed-A-adjacent-swap-7,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Wrocław -> Opole -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-300,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18493,Warszawa,
fixed-A-adjacent-swap-8,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Zielona Góra -> Wrocław -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-300,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19549,Warszawa,
fixed-A-adjacent-swap-9,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Gorzów Wielkopolski -> Zielona Góra -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-300,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19997,Warszawa,
fixed-A-adjacent-swap-10,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Szczecin -> Gorzów Wielkopolski -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-300,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19773,Warszawa,
fixed-A-adjacent-swap-11,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Szczecin -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-300,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14493,Warszawa,
fixed-A-adjacent-swap-12,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Bydgoszcz -> Poznań -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-300,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=20221,Warszawa,
fixed-A-adjacent-swap-13,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok,M-300,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=20285,Warszawa,
fixed-A-adjacent-swap-14,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Gdańsk -> Toruń -> Olsztyn -> Białystok,M-300,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=20669,Warszawa,
fixed-A-adjacent-swap-15,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Olsztyn -> Gdańsk -> Białystok,M-300,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17213,Warszawa,
fixed-B-adjacent-swap-1,Warszawa -> Toruń -> Łódź -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=13533,Warszawa,
fixed-B-adjacent-swap-2,Warszawa -> Łódź -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19005,Warszawa,
fixed-B-adjacent-swap-3,Warszawa -> Łódź -> Toruń -> Gdańsk -> Bydgoszcz -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12317,Warszawa,
fixed-B-adjacent-swap-4,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Olsztyn -> Gdańsk -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=6493,Warszawa,
fixed-B-adjacent-swap-5,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Białystok -> Olsztyn -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18781,Warszawa,
fixed-B-adjacent-swap-6,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=13341,Warszawa,
fixed-B-adjacent-swap-7,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Rzeszów -> Lublin -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18237,Warszawa,
fixed-B-adjacent-swap-8,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Kielce -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17757,Warszawa,
fixed-B-adjacent-swap-9,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kraków -> Kielce -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15005,Warszawa,
fixed-B-adjacent-swap-10,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Katowice -> Kraków -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18493,Warszawa,
fixed-B-adjacent-swap-11,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Opole -> Katowice -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16317,Warszawa,
fixed-B-adjacent-swap-12,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Wrocław -> Opole -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18365,Warszawa,
fixed-B-adjacent-swap-13,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Poznań -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18973,Warszawa,
fixed-B-adjacent-swap-14,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Poznań -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18557,Warszawa,
fixed-B-adjacent-swap-15,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Gorzów Wielkopolski -> Zielona Góra -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15709,Warszawa,
fixed-C-adjacent-swap-1,Warszawa -> Olsztyn -> Białystok -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=5981,Warszawa,
fixed-C-adjacent-swap-2,Warszawa -> Białystok -> Gdańsk -> Olsztyn -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8797,Warszawa,
fixed-C-adjacent-swap-3,Warszawa -> Białystok -> Olsztyn -> Bydgoszcz -> Gdańsk -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=10653,Warszawa,
fixed-C-adjacent-swap-4,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12733,Warszawa,
fixed-C-adjacent-swap-5,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Łódź -> Toruń -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14205,Warszawa,
fixed-C-adjacent-swap-6,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Kielce -> Łódź -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14685,Warszawa,
fixed-C-adjacent-swap-7,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Lublin -> Kielce -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15485,Warszawa,
fixed-C-adjacent-swap-8,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Rzeszów -> Lublin -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14045,Warszawa,
fixed-C-adjacent-swap-9,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Kraków -> Rzeszów -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16093,Warszawa,
fixed-C-adjacent-swap-10,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Katowice -> Kraków -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16189,Warszawa,
fixed-C-adjacent-swap-11,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Opole -> Katowice -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=9629,Warszawa,
fixed-C-adjacent-swap-12,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Wrocław -> Opole -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=10077,Warszawa,
fixed-C-adjacent-swap-13,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Poznań -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=13821,Warszawa,
fixed-C-adjacent-swap-14,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Poznań -> Gorzów Wielkopolski -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16221,Warszawa,
fixed-C-adjacent-swap-15,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Gorzów Wielkopolski -> Zielona Góra -> Szczecin,M-300,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=11549,Warszawa,
fixed-A-terminal-Łódź-finish,Warszawa -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Łódź,M-300,Łódź,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=5661,Warszawa,
fixed-B-terminal-Łódź-finish,Warszawa -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Łódź,M-300,Łódź,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=9885,Warszawa,
fixed-C-terminal-Łódź-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Łódź,M-300,Łódź,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16221,Warszawa,
manifest-order-terminal-Łódź-finish,Warszawa -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Łódź,M-300,Łódź,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=5661,Warszawa,
reverse-tail-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź,M-300,Łódź,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=4829,Warszawa,
